Id,Area(total),Trooms,Nbedrooms,Nbwashrooms,Twashrooms,roof,Roof(Area),Lawn(Area),Nfloors,API,ANB,Expected price,Grade
926,329,9,7,7,8,YES,73,102,7,56,3,4254,A
927,321,7,4,3,4,NO,0,104,3,91,1,3641,D
928,312,5,3,3,4,YES,72,100,1,82,6,2566,D
929,351,9,7,6,7,NO,0,116,7,47,5,4694,A
930,345,8,7,6,8,YES,79,105,5,69,3,4216,B
931,330,8,6,5,6,NO,0,71,4,54,4,3689,C
932,330,7,6,5,7,YES,73,79,5,41,3,3327,C
933,332,5,2,1,2,NO,0,119,1,81,1,3098,D
934,290,6,3,3,4,NO,0,81,2,72,2,2850,E
935,290,6,4,4,5,YES,77,97,2,70,5,3223,D
936,314,8,6,5,6,YES,99,120,6,70,5,4059,B
937,344,9,7,7,8,NO,0,109,6,82,6,4361,A
938,353,8,7,7,9,NO,0,93,4,41,1,4571,B
939,340,8,6,5,6,YES,105,82,5,91,3,4245,B
940,349,7,6,6,8,YES,119,86,3,74,3,3626,B
941,326,5,3,2,3,NO,0,81,1,40,4,2912,E
942,304,6,5,5,7,YES,116,114,4,68,6,3072,C
943,318,6,5,4,6,YES,104,90,2,82,2,2970,D
944,358,9,7,7,9,YES,81,93,5,80,4,5216,A
945,327,6,4,3,4,NO,0,86,2,42,5,2966,D
946,322,5,4,4,6,NO,0,95,2,51,6,3108,D
947,344,7,4,3,4,NO,0,112,4,95,4,3968,C
948,358,6,4,4,6,YES,104,94,4,77,2,3803,C
949,342,6,4,3,5,YES,108,75,2,54,6,3533,D
950,291,6,3,3,4,YES,85,100,3,97,6,3513,D
951,290,8,6,6,7,NO,0,86,6,66,6,3572,C
952,325,6,5,4,5,YES,80,93,3,87,5,3156,D
953,316,7,4,3,4,YES,75,88,4,82,5,4021,D
954,331,8,6,5,6,NO,0,73,5,56,3,4314,C
955,359,7,4,4,6,NO,0,120,4,60,6,3901,C
956,320,6,4,4,5,NO,0,111,2,47,2,3902,D
957,357,8,7,6,8,NO,0,103,4,43,6,4755,B
958,347,8,5,5,7,NO,0,90,6,47,5,4276,C
959,326,8,6,5,6,NO,0,86,4,67,5,4148,C
960,347,8,6,5,7,YES,72,86,6,81,3,4656,B
961,329,7,6,6,8,NO,0,118,3,87,2,4131,C
962,347,5,2,2,4,YES,76,96,3,91,3,2793,D
963,349,6,3,2,3,NO,0,73,3,44,1,3371,D
964,323,6,3,2,3,YES,88,99,2,42,4,3306,D
965,300,5,3,3,4,YES,74,114,3,50,3,3248,D
966,319,8,6,6,8,NO,0,71,5,85,3,3580,C
967,356,5,3,3,4,NO,0,78,3,63,6,3508,D
968,342,5,2,1,2,YES,112,73,3,66,6,3519,D
969,340,6,4,4,5,NO,0,72,4,60,1,3724,D
970,294,5,2,2,3,YES,72,120,2,41,2,2960,E
971,328,7,4,4,5,NO,0,117,5,74,6,4085,C
972,328,8,7,6,8,NO,0,112,6,48,4,4109,B
973,318,6,5,5,7,YES,101,91,4,100,1,3488,C
974,333,8,5,5,6,NO,0,85,6,60,1,3672,C
975,317,9,7,7,9,YES,111,80,6,79,1,4118,A
976,296,5,4,3,5,NO,0,120,2,91,4,2810,D
977,348,8,5,5,7,NO,0,78,4,66,6,3917,C
978,351,6,3,3,5,YES,103,89,4,57,1,3713,D
979,349,7,5,4,5,NO,0,79,5,80,2,3998,C
980,327,6,5,5,6,YES,115,95,2,46,5,3586,D
981,341,8,6,6,7,NO,0,96,4,59,3,3914,C
982,304,9,6,5,6,NO,0,107,7,98,3,4248,B
983,344,6,4,3,4,NO,0,91,2,71,5,3883,D
984,344,5,3,3,5,YES,79,73,1,94,5,3174,D
985,334,5,4,4,6,NO,0,97,2,42,5,3132,D
986,298,8,7,6,8,NO,0,97,5,67,3,4103,C
987,339,7,6,6,7,YES,120,89,4,44,2,3486,C
988,312,9,7,6,7,YES,88,108,5,96,5,4563,A
989,338,9,6,6,8,YES,80,90,7,42,5,4142,B
990,316,6,3,2,3,NO,0,79,2,63,1,3279,D
991,320,9,7,7,8,NO,0,76,7,70,5,4847,A
992,343,9,6,5,6,NO,0,116,5,66,5,4234,B
993,336,6,5,5,6,YES,101,73,4,85,1,4008,C
994,311,9,7,6,7,YES,120,92,6,62,4,4320,B
995,323,9,7,7,9,NO,0,98,6,97,4,4904,A
996,320,7,6,6,8,NO,0,86,3,59,2,4141,C
997,349,8,6,5,6,YES,104,82,4,93,1,4048,B
998,321,8,5,5,6,NO,0,120,5,76,6,3774,C
999,339,7,6,6,8,YES,108,89,4,64,4,4329,C
1000,347,5,4,4,5,NO,0,91,2,81,4,2967,D
1001,337,9,7,7,8,YES,77,80,5,53,4,4351,A
1002,310,7,6,6,8,YES,104,75,4,98,2,3183,C
1003,354,8,7,7,9,NO,0,109,6,62,1,4632,B
1004,349,5,3,2,4,YES,84,71,2,98,3,2797,D
1005,354,5,4,3,5,NO,0,88,1,74,6,3293,D
1006,293,6,5,5,7,YES,103,96,3,91,2,3057,D
1007,317,7,5,5,7,YES,81,97,3,97,3,3559,C
1008,313,7,4,3,5,YES,81,75,5,60,3,3656,D
1009,331,8,6,5,7,YES,117,117,4,63,5,4518,B
1010,343,7,6,6,7,YES,97,76,4,43,6,3453,C
1011,358,9,7,7,8,NO,0,93,5,85,2,4247,A
1012,333,7,4,4,5,YES,116,86,5,66,5,4060,C
1013,359,6,5,4,6,NO,0,93,2,46,4,3294,D
1014,333,9,8,7,8,NO,0,81,6,71,6,4921,A
1015,347,9,8,7,8,YES,117,93,5,85,3,5099,A
1016,303,8,7,7,9,YES,116,87,6,45,5,4417,B
1017,324,7,4,4,6,YES,75,101,5,85,6,3286,C
1018,323,9,7,7,8,NO,0,83,7,77,3,4397,A
1019,356,7,5,4,5,YES,91,111,3,92,5,4050,C
1020,302,8,7,6,8,YES,93,108,4,44,1,4354,C
1021,344,6,4,4,5,NO,0,119,4,79,6,3248,D
1022,321,8,7,7,9,NO,0,70,6,97,6,3590,B
1023,352,5,4,3,5,NO,0,96,3,90,6,3285,D
1024,309,6,5,4,6,YES,79,81,2,63,4,2954,D
1025,324,8,5,4,6,YES,118,101,5,97,3,3961,B
1026,314,9,6,6,8,YES,98,120,6,56,6,4813,B
1027,348,7,4,4,6,NO,0,117,4,43,6,4142,D
1028,348,5,2,2,4,YES,76,82,3,94,3,2908,D
1029,331,5,3,3,4,NO,0,116,2,91,3,3335,D
1030,329,5,2,2,3,YES,100,99,1,94,2,3642,D
1031,309,9,6,6,7,NO,0,87,7,74,6,4507,B
1032,298,8,6,5,6,NO,0,113,5,65,2,3881,C
1033,354,7,5,5,7,NO,0,116,4,80,1,4340,C
1034,350,5,4,4,6,NO,0,94,2,85,3,2911,D
1035,314,7,4,3,4,NO,0,111,4,90,5,3766,D
1036,302,5,3,3,5,YES,98,73,3,48,5,3157,D
1037,356,9,8,8,10,YES,83,101,5,57,6,4392,A
1038,299,7,4,3,5,NO,0,119,3,82,5,3223,D
1039,333,9,8,8,9,NO,0,101,6,77,1,4130,A
1040,329,6,5,4,6,YES,97,73,4,60,3,3053,D
1041,299,5,3,3,4,YES,120,110,1,68,2,2666,D
1042,332,9,8,8,9,NO,0,85,6,55,5,4771,A
1043,338,6,5,4,6,YES,102,92,4,94,6,3092,C
1044,342,7,5,4,6,YES,79,74,5,80,5,3485,C
1045,302,5,3,3,4,NO,0,77,3,74,5,2694,D
1046,357,6,3,3,5,NO,0,119,4,71,4,3693,D
1047,355,6,5,4,5,YES,114,71,4,84,6,3539,C
1048,339,5,3,3,4,NO,0,70,3,56,5,3265,D
1049,295,7,6,5,6,YES,88,78,5,53,4,3137,C
1050,306,7,6,6,8,NO,0,113,3,63,2,3879,C
1051,327,6,3,2,3,YES,84,102,4,43,3,3818,D
1052,311,8,5,5,6,NO,0,75,6,66,6,3541,C
1053,292,7,4,4,6,NO,0,84,3,86,5,3808,D
1054,326,8,7,7,8,YES,90,115,6,79,3,3798,A
1055,302,6,4,4,6,NO,0,93,3,68,5,3738,D
1056,353,7,4,4,6,NO,0,120,5,73,4,3944,C
1057,329,9,6,5,6,YES,118,75,5,91,5,4218,B
1058,328,9,7,6,7,YES,119,102,5,46,5,4107,B
1059,304,7,5,5,6,YES,76,88,5,41,5,3681,D
1060,307,6,5,4,6,YES,92,101,4,63,3,2922,D
1061,309,5,4,4,6,YES,111,95,3,87,2,3165,D
1062,340,8,5,5,7,YES,86,110,5,71,6,4686,B
1063,319,5,3,3,4,NO,0,88,1,83,2,3422,D
1064,311,6,4,3,5,YES,115,101,3,51,2,3227,D
1065,305,5,4,3,5,NO,0,95,1,43,2,3364,E
1066,304,5,2,1,2,NO,0,86,3,58,4,3121,E
1067,355,8,5,4,6,YES,78,90,6,93,1,3938,B
1068,327,9,6,6,7,NO,0,113,7,60,5,4899,B
1069,346,5,2,2,3,YES,111,77,3,84,2,2941,D
1070,314,9,6,5,7,NO,0,114,5,62,2,4445,C
1071,292,5,2,2,4,NO,0,111,1,91,1,2633,E
1072,346,8,6,6,7,NO,0,120,4,85,4,4492,B
1073,298,7,6,5,7,YES,91,101,4,66,5,4001,C
1074,327,6,3,3,5,YES,97,73,2,63,3,3493,D
1075,326,9,7,7,9,NO,0,88,5,62,6,4846,B
1076,343,9,7,6,7,NO,0,70,5,84,1,4471,B
1077,296,7,5,5,7,NO,0,86,4,64,4,3336,D
1078,329,9,8,7,9,NO,0,108,5,41,6,4576,A
1079,341,8,5,5,6,YES,77,97,6,43,6,4698,C
1080,315,5,3,3,4,NO,0,77,1,43,5,3385,E
1081,309,6,5,4,6,NO,0,86,2,55,5,3039,D
1082,313,5,4,3,5,NO,0,104,2,55,4,3355,D
1083,338,8,7,6,7,YES,118,119,5,72,5,4054,B
1084,332,5,4,4,5,YES,97,75,1,52,1,3588,D
1085,341,7,4,3,4,NO,0,70,5,45,5,3536,D
1086,349,7,4,3,5,NO,0,72,4,52,1,3864,D
1087,349,9,7,6,8,YES,72,112,6,63,4,4414,A
1088,348,5,2,1,3,YES,70,105,1,87,5,2964,D
1089,335,8,7,6,8,NO,0,84,5,88,2,4408,B
1090,301,5,4,4,5,YES,94,101,1,89,4,3405,D
1091,341,9,7,7,8,YES,105,115,6,51,5,4213,A
1092,306,5,4,3,5,NO,0,81,3,73,5,3172,D
1093,357,9,8,8,10,YES,120,99,7,81,6,4453,A
1094,331,7,4,4,6,YES,93,86,3,98,1,3936,C
1095,319,5,2,2,4,YES,116,87,1,87,2,3446,D
1096,354,5,3,3,5,YES,96,75,1,97,3,3668,D
1097,303,6,3,2,3,NO,0,110,2,56,6,3375,D
1098,341,7,5,4,5,YES,103,77,4,87,1,4005,C
1099,301,7,5,5,7,YES,106,72,5,74,2,3556,C
1100,334,8,5,5,6,NO,0,117,5,77,1,4441,C
1101,316,6,3,3,5,NO,0,92,2,69,5,3233,D
1102,348,9,8,7,9,NO,0,107,7,63,1,4400,A
1103,358,5,2,2,4,YES,110,114,1,49,5,2797,D
1104,304,6,5,5,6,NO,0,104,2,94,6,3652,D
1105,333,5,4,4,5,NO,0,113,1,61,1,3194,D
1106,327,9,6,6,8,NO,0,118,6,42,1,3962,B
1107,351,5,3,2,3,NO,0,81,2,80,6,3418,D
1108,351,5,3,3,5,NO,0,108,1,63,2,2868,D
1109,360,5,4,3,4,YES,87,71,2,99,3,2920,D
1110,331,8,7,7,9,NO,0,102,6,46,6,4402,B
1111,321,6,4,4,6,NO,0,112,4,64,1,3894,D
1112,337,8,7,7,9,YES,117,77,5,62,2,4297,B
1113,294,5,2,1,3,YES,79,97,2,46,2,3247,E
1114,326,9,7,6,7,NO,0,74,7,99,5,4755,A
1115,355,5,2,1,2,NO,0,76,3,74,4,2940,D
1116,346,7,6,5,6,NO,0,88,4,86,1,3586,C
1117,309,9,8,8,10,NO,0,78,5,55,5,4407,A
1118,360,8,5,4,5,YES,105,74,6,83,6,4597,B
1119,306,9,7,7,8,YES,119,72,6,100,4,4748,A
1120,296,6,3,3,4,YES,87,118,4,95,5,3530,D
1121,314,8,6,6,7,YES,75,102,5,56,2,3931,C
1122,311,9,6,5,7,NO,0,78,7,41,6,4489,B
1123,347,9,8,8,10,NO,0,113,7,40,1,4792,A
1124,301,7,4,3,5,YES,97,100,3,77,2,3506,D
1125,311,9,7,7,8,NO,0,104,6,89,1,4758,A
1126,323,5,2,1,3,YES,112,90,1,93,4,2823,D
1127,297,6,3,2,4,NO,0,108,4,50,6,3350,D
1128,295,8,6,6,7,NO,0,106,4,87,4,4222,C
1129,330,8,5,4,6,NO,0,74,5,56,6,4267,C
1130,322,9,8,8,10,YES,77,116,5,61,6,4256,A
1131,306,9,7,7,9,YES,90,87,7,78,3,3829,A
1132,355,6,4,4,5,YES,99,81,3,63,3,3998,D
1133,315,7,6,6,7,NO,0,117,5,88,5,3663,C
1134,305,5,3,2,3,NO,0,99,3,55,3,2694,E
1135,295,9,8,7,8,YES,98,87,7,50,3,4097,A
1136,342,9,7,6,8,YES,71,93,6,59,5,4474,A
1137,314,9,7,6,8,YES,111,101,7,88,5,3853,A
1138,351,8,7,7,9,NO,0,73,4,50,2,3931,B
1139,342,5,2,1,2,YES,79,93,3,95,3,3441,D
1140,311,9,6,6,7,YES,88,71,7,92,1,4468,B
1141,317,6,5,5,7,YES,71,74,4,65,1,3569,D
1142,329,9,6,5,7,YES,114,101,6,53,4,4324,B
1143,321,7,5,4,6,YES,104,117,4,75,5,4215,C
1144,298,5,2,1,3,NO,0,98,3,75,5,3075,E
1145,357,9,8,8,10,YES,120,119,7,45,5,4886,A
1146,297,9,8,8,10,NO,0,116,7,42,2,4243,A
1147,350,6,4,4,5,NO,0,111,2,90,1,3271,D
1148,302,7,4,3,4,YES,71,120,4,86,1,3436,D
1149,317,7,4,4,5,YES,118,90,4,53,1,3893,D
1150,297,8,6,6,7,NO,0,117,6,66,3,3878,C
1151,295,8,5,4,6,YES,83,86,5,85,3,3538,C
1152,329,5,2,2,4,NO,0,101,2,44,6,3275,D
1153,347,8,5,4,5,NO,0,110,5,63,5,4528,C
1154,332,6,4,4,6,YES,93,101,3,55,3,3885,D
1155,339,9,6,6,8,NO,0,97,6,56,2,4300,B
1156,336,6,5,5,7,YES,118,106,3,84,3,3709,C
1157,319,8,7,7,8,NO,0,71,6,50,6,4299,B
1158,323,6,4,3,5,YES,79,114,4,84,3,3914,D
1159,321,6,3,2,4,NO,0,100,3,99,6,3540,D
1160,290,6,3,2,4,YES,77,101,4,90,6,3282,D
1161,331,6,5,5,7,YES,92,109,2,52,1,3979,D
1162,327,6,3,2,3,NO,0,98,3,47,5,3764,D
1163,303,5,3,3,4,NO,0,73,3,87,4,3167,D
1164,314,8,7,7,8,YES,82,80,4,99,5,3535,B
1165,311,6,3,2,3,YES,73,79,3,50,3,3616,D
1166,349,8,7,7,8,YES,94,92,6,42,2,4324,B
1167,320,8,5,5,6,YES,98,104,4,72,5,3659,C
1168,294,5,3,3,5,NO,0,86,3,83,4,3045,D
1169,310,7,5,5,6,NO,0,71,4,41,5,3811,D
1170,331,8,7,6,8,NO,0,105,6,50,3,4451,B
1171,299,6,4,4,5,YES,89,105,2,70,5,3015,D
1172,312,5,2,1,2,NO,0,98,3,66,3,2698,E
1173,300,6,4,3,5,NO,0,102,2,79,5,3533,D
1174,313,6,4,3,5,YES,111,76,2,69,2,3458,D
1175,349,5,3,2,3,NO,0,79,2,61,2,3118,D
1176,303,7,4,3,5,NO,0,95,4,92,4,3541,D
1177,319,7,5,4,5,YES,92,100,3,69,6,4139,C
1178,355,7,4,4,6,NO,0,110,5,97,5,4458,C
1179,301,9,8,8,9,YES,116,71,7,40,2,3789,A
1180,321,5,3,2,4,NO,0,83,3,85,6,2614,D
1181,312,9,6,6,7,YES,76,104,5,55,1,4051,B
1182,348,7,5,4,5,YES,76,96,5,71,6,4214,C
1183,348,5,4,3,4,YES,94,99,1,69,5,3715,D
1184,295,7,6,6,7,NO,0,89,3,55,3,3403,D
1185,327,8,5,4,5,NO,0,76,5,46,4,4179,C
1186,344,9,7,6,8,YES,75,72,6,90,3,4189,A
1187,334,8,5,5,7,YES,73,111,6,58,2,4586,B
1188,356,7,6,5,7,NO,0,95,5,96,1,3811,C
1189,303,5,4,3,4,NO,0,82,3,54,3,2541,E
1190,299,9,6,6,7,NO,0,102,5,89,2,3753,B
1191,314,7,6,6,7,YES,92,86,5,77,1,3542,C
1192,300,5,4,4,5,YES,110,73,1,52,1,3285,D
1193,320,8,5,5,7,NO,0,77,6,73,5,4187,C
1194,304,6,5,4,5,NO,0,111,4,75,4,3547,D
1195,313,7,4,3,5,NO,0,72,5,98,3,3786,D
1196,305,7,6,6,7,NO,0,71,4,76,2,3732,C
1197,345,8,5,4,5,NO,0,93,4,68,1,4076,C
1198,339,8,5,4,6,NO,0,98,6,94,4,4208,C
1199,303,7,4,3,4,YES,96,108,3,52,6,3918,D
1200,291,6,3,2,3,YES,114,120,2,77,1,3607,D
1201,360,5,4,3,5,YES,115,75,2,53,4,3345,D
1202,333,9,7,7,9,NO,0,98,5,95,1,4300,A
1203,310,6,4,4,5,YES,99,94,2,72,3,2982,D
1204,298,6,4,4,6,NO,0,98,4,61,2,3476,D
1205,335,9,6,5,7,YES,92,76,6,92,2,4286,B
1206,297,6,3,3,4,YES,74,101,4,51,3,3188,D
1207,332,7,6,5,7,YES,71,75,4,71,5,3537,C
1208,349,6,3,3,4,NO,0,118,4,97,4,4056,D
1209,318,5,2,1,3,YES,117,113,2,48,6,2999,D
1210,300,9,8,8,9,YES,92,104,7,86,4,4615,A
1211,316,6,4,3,5,NO,0,74,4,75,4,3710,D
1212,334,9,6,6,8,YES,81,120,5,90,4,4553,A
1213,292,8,7,7,9,NO,0,89,6,67,6,3439,B
1214,359,7,4,4,6,YES,91,73,5,83,1,4014,C
1215,326,6,4,4,5,NO,0,85,2,65,4,3503,D
1216,311,5,2,2,3,NO,0,83,3,69,4,3278,E
1217,304,7,6,6,8,NO,0,99,5,100,1,3903,C
1218,320,9,8,7,9,NO,0,71,7,89,3,4341,A
1219,306,9,8,8,10,NO,0,116,6,58,5,3850,A
1220,329,5,3,3,5,YES,70,88,1,42,2,2935,D
1221,321,6,5,4,6,YES,75,119,2,84,4,3656,D
1222,346,7,6,5,6,YES,91,110,3,96,2,4397,C
1223,330,7,5,5,7,NO,0,107,4,74,3,4256,C
1224,292,6,4,4,6,YES,74,79,4,67,2,3394,D
1225,339,8,6,5,7,NO,0,70,6,90,1,4028,B
1226,305,6,5,5,7,YES,113,107,4,54,5,3181,D
1227,295,6,4,3,4,YES,72,104,3,71,1,2843,D
1228,325,6,4,3,5,YES,111,98,4,87,6,3290,C
1229,343,9,8,8,9,YES,95,77,7,70,5,4859,A
1230,299,6,5,4,5,NO,0,80,3,51,1,3087,D
1231,342,6,5,4,6,NO,0,87,3,42,1,3114,D
1232,340,7,5,4,5,NO,0,89,3,43,5,3390,D
1233,351,6,4,4,6,YES,120,85,3,48,5,3443,D
1234,293,8,5,4,6,NO,0,71,4,56,5,4024,D
1235,340,7,6,5,7,NO,0,112,3,48,1,3708,C
1236,339,6,5,5,7,NO,0,118,2,77,2,3806,D
1237,314,8,7,7,9,YES,93,106,6,99,4,3938,A
1238,320,5,4,4,5,NO,0,99,2,95,1,2981,D
1239,338,6,3,3,5,YES,92,103,3,77,2,3922,D
1240,348,9,8,7,9,YES,92,77,5,50,3,4253,A
1241,338,6,4,3,4,YES,73,112,4,94,4,3634,C
1242,345,9,7,6,8,NO,0,82,6,76,3,4160,B
1243,338,9,6,5,7,YES,82,101,5,99,6,4268,B
1244,292,7,5,5,7,YES,79,115,4,65,2,3130,C
1245,318,8,7,7,9,NO,0,85,6,75,5,4199,B
1246,324,6,5,4,5,YES,107,114,2,84,5,3000,C
1247,299,6,3,2,4,NO,0,86,3,48,5,3316,E
1248,315,5,4,4,5,YES,113,118,1,76,4,3147,D
1249,325,6,4,4,6,NO,0,118,3,55,2,3525,D
1250,337,7,5,5,6,NO,0,100,5,95,3,3635,C
1251,292,5,3,2,4,NO,0,114,3,75,6,2915,D
1252,300,8,7,7,8,YES,117,105,4,81,5,3445,B
1253,350,9,7,6,7,NO,0,94,6,89,4,4907,A
1254,331,6,3,2,4,NO,0,90,3,92,5,3065,D
1255,308,6,4,3,5,NO,0,84,2,84,5,3833,D
1256,328,8,6,5,7,NO,0,114,4,92,2,4441,C
1257,304,9,8,8,9,NO,0,111,5,96,5,3813,A
1258,334,9,6,5,7,NO,0,71,6,100,1,4669,B
1259,360,5,3,3,4,NO,0,70,3,59,3,3652,D
1260,323,7,4,4,6,NO,0,117,4,96,3,4145,C
1261,316,9,8,7,9,NO,0,115,5,40,6,4082,A
1262,329,6,3,2,3,YES,99,113,4,77,1,3468,D
1263,304,8,6,5,7,YES,93,100,4,66,1,3601,C
1264,334,8,5,4,6,YES,110,81,5,55,1,3692,C
1265,291,9,6,6,8,YES,95,76,7,84,5,4494,B
1266,359,5,3,3,5,NO,0,76,1,58,1,3590,D
1267,350,7,4,4,5,YES,77,99,5,95,3,3774,C
1268,293,9,6,5,6,NO,0,75,5,68,3,4286,C
1269,331,9,8,7,9,NO,0,112,5,88,3,4921,A
1270,319,5,4,3,5,YES,78,108,2,50,4,2952,D
1271,354,8,6,5,7,YES,71,74,6,86,1,4565,B
1272,359,7,4,3,5,YES,102,106,5,50,5,4439,C
1273,352,9,6,5,6,NO,0,74,6,77,4,4259,B
1274,308,6,4,4,5,NO,0,76,4,88,2,3406,D
1275,292,9,8,8,9,YES,88,93,6,64,1,3867,A
1276,329,6,3,2,3,NO,0,100,2,46,6,3089,D
1277,315,7,6,5,7,NO,0,115,5,71,6,3714,C
1278,296,7,4,3,5,NO,0,103,5,84,1,3533,D
1279,291,8,5,4,5,NO,0,100,5,65,4,3887,D
1280,345,8,6,5,7,YES,106,70,4,98,2,3956,B
1281,330,8,6,5,6,NO,0,73,5,44,2,4293,C
1282,301,5,3,3,4,YES,104,118,2,40,2,2827,D
1283,344,5,4,3,5,NO,0,96,3,55,1,3464,D
1284,347,7,6,6,8,YES,116,84,3,45,6,4130,C
1285,343,8,6,6,7,YES,109,99,5,72,5,4446,B
1286,325,8,6,6,8,YES,120,98,4,50,5,3873,B
1287,306,5,3,2,4,YES,87,107,3,85,2,2706,D
1288,356,8,7,7,9,YES,92,118,6,98,3,4643,A
1289,359,9,7,6,7,YES,74,117,6,82,2,5083,A
1290,349,8,5,4,6,YES,108,114,5,78,6,3986,B
1291,348,9,7,7,9,NO,0,76,5,46,5,4409,B
1292,316,6,5,5,7,NO,0,74,4,68,6,3570,D
1293,292,6,5,4,6,YES,106,94,2,94,2,3572,D
1294,336,8,7,6,7,NO,0,95,4,54,2,3892,C
1295,315,7,5,5,6,NO,0,72,5,92,1,3479,C
1296,292,9,6,6,7,YES,115,112,7,67,6,4032,B
1297,301,6,4,4,5,YES,89,113,2,63,6,3255,D
1298,355,7,5,4,6,NO,0,106,4,54,5,4142,C
1299,312,8,6,5,6,NO,0,90,4,92,4,3658,C
1300,317,9,8,8,10,YES,119,111,5,91,6,4370,A
1301,320,9,6,5,6,YES,113,110,7,68,2,4422,B
1302,311,8,5,4,5,NO,0,108,6,49,1,4292,C
1303,319,6,3,3,5,NO,0,110,3,80,3,3460,D
1304,353,8,6,6,8,YES,115,72,5,66,6,3899,B
1305,358,9,6,6,8,NO,0,109,5,71,6,4771,B
1306,306,6,5,5,6,NO,0,103,2,44,1,3564,D
1307,313,8,5,4,6,NO,0,80,6,71,2,4298,C
1308,293,7,5,4,6,NO,0,81,3,79,2,4025,D
1309,331,8,7,6,8,NO,0,111,4,64,1,3834,B
1310,352,6,3,2,3,NO,0,103,2,98,2,4022,D
1311,305,8,6,6,7,NO,0,118,6,97,2,4260,B
1312,351,6,3,3,5,YES,93,89,3,49,5,3237,D
1313,319,6,3,2,4,NO,0,94,2,83,5,3078,D
1314,331,8,5,4,5,NO,0,100,4,87,4,4605,C
1315,307,9,6,5,6,YES,85,73,7,49,2,4295,B
1316,332,5,2,1,3,YES,103,88,1,93,2,3566,D
1317,308,5,3,2,4,NO,0,85,3,99,6,2939,D
1318,350,7,4,4,5,YES,72,80,4,70,4,3865,C
1319,302,5,3,2,4,YES,108,87,3,60,4,2536,D
1320,290,5,2,2,3,NO,0,82,1,56,1,2910,E
1321,360,7,6,5,7,NO,0,72,4,83,4,4366,C
1322,326,6,3,2,4,YES,116,90,3,49,4,3880,D
1323,317,5,4,3,5,NO,0,80,3,90,5,2677,D
1324,313,5,2,2,4,YES,89,78,1,91,3,3422,D
1325,346,7,4,4,6,NO,0,111,3,40,6,3839,D
1326,359,8,6,6,8,YES,73,113,4,66,1,4150,B
1327,298,9,6,5,7,NO,0,101,6,84,6,4040,B
1328,322,8,7,6,7,YES,88,117,5,63,3,4486,B
1329,337,7,6,6,7,NO,0,87,4,63,1,3682,C
1330,302,6,5,4,6,NO,0,115,2,47,1,3755,D
1331,338,6,3,2,3,NO,0,114,3,41,4,3988,D
1332,312,6,5,4,6,YES,82,112,3,72,5,3844,D
1333,356,8,7,7,9,YES,116,72,6,80,5,4453,A
1334,347,8,7,7,9,YES,87,73,6,54,1,4532,B
1335,328,7,5,5,7,YES,114,85,4,75,3,4095,C
1336,348,5,3,3,5,YES,99,115,1,91,6,2990,D
1337,353,8,7,7,9,NO,0,101,6,81,3,4297,A
1338,304,5,3,2,4,YES,96,88,3,86,4,3390,D
1339,354,9,6,6,8,YES,100,89,6,56,2,4427,A
1340,309,8,7,6,8,NO,0,93,4,75,5,4229,C
1341,308,6,5,4,5,YES,100,71,2,65,1,3840,D
1342,313,9,7,6,7,YES,114,119,5,84,2,4113,A
1343,339,7,4,3,5,YES,72,107,4,44,4,4235,D
1344,304,6,4,4,5,YES,81,73,3,71,2,3031,D
1345,358,6,5,5,6,YES,72,91,2,40,3,3157,D
1346,308,9,6,6,7,NO,0,76,5,51,1,3839,C
1347,321,6,5,5,6,NO,0,97,4,61,6,3630,D
1348,308,5,3,3,5,NO,0,77,1,45,3,2754,E
1349,350,9,6,5,7,YES,83,88,5,92,4,4377,B
1350,328,5,2,2,3,NO,0,86,1,85,1,2802,D
1351,343,5,4,3,5,NO,0,100,2,92,5,3651,D
1352,294,7,4,4,5,YES,92,88,5,48,2,3602,D
1353,295,9,7,6,7,YES,90,74,7,43,2,4160,B
1354,294,9,8,8,9,NO,0,117,6,87,2,4420,A
1355,317,7,4,3,5,YES,97,72,4,80,3,3962,D
1356,335,6,4,3,5,YES,100,115,3,68,4,3932,D
1357,306,9,8,8,9,NO,0,103,7,72,4,3815,A
1358,296,6,4,3,5,YES,76,116,3,45,3,3042,D
1359,340,6,5,5,6,NO,0,109,3,100,2,3368,C
1360,357,5,4,4,6,YES,73,91,3,61,5,3680,D
1361,337,7,4,4,6,YES,101,77,4,41,5,3913,D
1362,329,7,5,5,7,YES,119,83,3,73,5,3776,C
1363,321,7,6,6,7,YES,97,79,4,45,3,3395,C
1364,309,6,4,3,4,YES,77,102,2,58,4,2881,D
1365,360,9,8,8,9,YES,93,106,5,79,4,4867,A
1366,352,7,5,4,5,NO,0,80,3,79,4,3976,C
1367,327,7,5,5,7,YES,82,100,4,59,1,3560,C
1368,302,8,7,7,9,YES,88,101,4,91,1,4329,B
1369,357,6,3,2,3,NO,0,72,3,44,1,4032,D
1370,321,8,5,5,7,NO,0,81,4,86,2,3740,C
1371,333,7,4,3,5,NO,0,83,4,79,4,3356,D
1372,308,7,6,6,7,NO,0,82,3,54,3,3600,D
1373,359,9,7,7,8,YES,96,112,6,95,5,5012,A
1374,338,6,3,3,5,NO,0,86,2,66,5,3372,D
1375,305,6,4,4,5,YES,88,76,4,83,3,3664,D
1376,321,9,6,6,8,NO,0,82,5,63,1,4176,B
